,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
100,By Month,2020,12,4,Alabama,Total - All Places of Death,0-17 years,0,0,0,0.0,0,49
101,By Month,2020,12,4,Alabama,Total - All Places of Death,18-29 years,5,0,5,5.0,5,127
102,By Month,2020,12,4,Alabama,Total - All Places of Death,30-39 years,12,0,5,5.0,13,139
103,By Month,2020,12,4,Alabama,Total - All Places of Death,40-49 years,60,0,25,16.0,69,321
104,By Month,2020,12,4,Alabama,Total - All Places of Death,50-64 years,265,5,124,82.0,308,1177
105,By Month,2020,12,4,Alabama,Total - All Places of Death,65-74 years,431,5,228,145.0,515,1593
106,By Month,2020,12,4,Alabama,Total - All Places of Death,75-84 years,528,5,270,193.0,607,1868
107,By Month,2020,12,4,Alabama,Total - All Places of Death,85 years and over,449,0,200,141.0,508,1751
108,By Month,2020,1,10,Alaska,Total - All Places of Death,All Ages,0,5,10,0.0,13,422
109,By Month,2020,1,10,Alaska,Total - All Places of Death,0-17 years,0,5,0,0.0,5,5
110,By Month,2020,1,10,Alaska,Total - All Places of Death,18-29 years,0,5,0,0.0,5,13
111,By Month,2020,1,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,21
112,By Month,2020,1,10,Alaska,Total - All Places of Death,40-49 years,0,0,5,0.0,5,23
113,By Month,2020,1,10,Alaska,Total - All Places of Death,50-64 years,0,0,5,0.0,5,88
114,By Month,2020,1,10,Alaska,Total - All Places of Death,65-74 years,0,0,5,0.0,5,86
115,By Month,2020,1,10,Alaska,Total - All Places of Death,75-84 years,0,5,5,0.0,5,84
116,By Month,2020,1,10,Alaska,Total - All Places of Death,85 years and over,0,0,5,0.0,5,98
117,By Month,2020,2,10,Alaska,Total - All Places of Death,All Ages,0,5,14,0.0,18,363
118,By Month,2020,2,10,Alaska,Total - All Places of Death,0-17 years,0,5,0,0.0,5,5
119,By Month,2020,2,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,16
120,By Month,2020,2,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,12
121,By Month,2020,2,10,Alaska,Total - All Places of Death,40-49 years,0,0,0,0.0,0,24
122,By Month,2020,2,10,Alaska,Total - All Places of Death,50-64 years,0,0,5,0.0,5,73
123,By Month,2020,2,10,Alaska,Total - All Places of Death,65-74 years,0,5,5,0.0,5,90
124,By Month,2020,2,10,Alaska,Total - All Places of Death,75-84 years,0,0,5,0.0,5,71
125,By Month,2020,2,10,Alaska,Total - All Places of Death,85 years and over,0,5,5,0.0,5,68
126,By Month,2020,3,10,Alaska,Total - All Places of Death,All Ages,5,5,28,5.0,30,356
127,By Month,2020,3,10,Alaska,Total - All Places of Death,0-17 years,0,0,5,0.0,5,11
128,By Month,2020,3,10,Alaska,Total - All Places of Death,18-29 years,0,0,5,0.0,5,17
129,By Month,2020,3,10,Alaska,Total - All Places of Death,30-39 years,0,0,0,0.0,0,22
130,By Month,2020,3,10,Alaska,Total - All Places of Death,40-49 years,0,0,0,0.0,0,12
131,By Month,2020,3,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,74
132,By Month,2020,3,10,Alaska,Total - All Places of Death,65-74 years,5,5,5,5.0,5,73
133,By Month,2020,3,10,Alaska,Total - All Places of Death,75-84 years,0,5,5,0.0,5,87
134,By Month,2020,3,10,Alaska,Total - All Places of Death,85 years and over,0,0,5,0.0,5,60
135,By Month,2020,4,10,Alaska,Total - All Places of Death,All Ages,5,0,15,5.0,18,357
136,By Month,2020,4,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
137,By Month,2020,4,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,15
138,By Month,2020,4,10,Alaska,Total - All Places of Death,30-39 years,5,0,5,0.0,5,12
139,By Month,2020,4,10,Alaska,Total - All Places of Death,40-49 years,0,0,0,0.0,0,25
140,By Month,2020,4,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,0.0,5,71
141,By Month,2020,4,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,5,75
142,By Month,2020,4,10,Alaska,Total - All Places of Death,75-84 years,0,0,5,0.0,5,88
143,By Month,2020,4,10,Alaska,Total - All Places of Death,85 years and over,0,0,5,0.0,5,63
144,By Month,2020,5,10,Alaska,Total - All Places of Death,All Ages,5,0,15,0.0,16,386
145,By Month,2020,5,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
146,By Month,2020,5,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,19
147,By Month,2020,5,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,24
148,By Month,2020,5,10,Alaska,Total - All Places of Death,40-49 years,0,0,5,0.0,5,25
149,By Month,2020,5,10,Alaska,Total - All Places of Death,50-64 years,0,0,5,0.0,5,86
150,By Month,2020,5,10,Alaska,Total - All Places of Death,65-74 years,0,0,5,0.0,5,84
151,By Month,2020,5,10,Alaska,Total - All Places of Death,75-84 years,0,0,5,0.0,5,70
152,By Month,2020,5,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,0.0,5,73
153,By Month,2020,6,10,Alaska,Total - All Places of Death,All Ages,5,0,12,5.0,13,370
154,By Month,2020,6,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,10
155,By Month,2020,6,10,Alaska,Total - All Places of Death,18-29 years,0,0,5,0.0,5,18
156,By Month,2020,6,10,Alaska,Total - All Places of Death,30-39 years,0,0,0,0.0,0,23
157,By Month,2020,6,10,Alaska,Total - All Places of Death,40-49 years,0,0,5,0.0,5,17
158,By Month,2020,6,10,Alaska,Total - All Places of Death,50-64 years,0,0,5,0.0,5,92
159,By Month,2020,6,10,Alaska,Total - All Places of Death,65-74 years,0,0,0,0.0,0,73
160,By Month,2020,6,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,76
161,By Month,2020,6,10,Alaska,Total - All Places of Death,85 years and over,0,0,0,0.0,0,61
162,By Month,2020,7,10,Alaska,Total - All Places of Death,All Ages,12,0,18,5.0,23,432
163,By Month,2020,7,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
164,By Month,2020,7,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,32
165,By Month,2020,7,10,Alaska,Total - All Places of Death,30-39 years,0,0,0,0.0,0,25
166,By Month,2020,7,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,34
167,By Month,2020,7,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,82
168,By Month,2020,7,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,5,98
169,By Month,2020,7,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,87
170,By Month,2020,7,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,66
171,By Month,2020,8,10,Alaska,Total - All Places of Death,All Ages,19,0,20,5.0,30,428
172,By Month,2020,8,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,11
173,By Month,2020,8,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,16
174,By Month,2020,8,10,Alaska,Total - All Places of Death,30-39 years,0,0,0,0.0,0,26
175,By Month,2020,8,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,28
176,By Month,2020,8,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,0.0,5,95
177,By Month,2020,8,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,11,88
178,By Month,2020,8,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,93
179,By Month,2020,8,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,71
180,By Month,2020,9,10,Alaska,Total - All Places of Death,All Ages,12,0,16,5.0,22,423
181,By Month,2020,9,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
182,By Month,2020,9,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,13
183,By Month,2020,9,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,31
184,By Month,2020,9,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,31
185,By Month,2020,9,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,0.0,5,95
186,By Month,2020,9,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,5,94
187,By Month,2020,9,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5.0,5,73
188,By Month,2020,9,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5.0,5,78
189,By Month,2020,10,10,Alaska,Total - All Places of Death,All Ages,34,0,36,18.0,52,465
190,By Month,2020,10,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
191,By Month,2020,10,10,Alaska,Total - All Places of Death,18-29 years,5,0,5,0.0,5,19
192,By Month,2020,10,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0.0,5,33
193,By Month,2020,10,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,27
194,By Month,2020,10,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,5,93
195,By Month,2020,10,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5.0,5,103
196,By Month,2020,10,10,Alaska,Total - All Places of Death,75-84 years,12,0,5,5.0,14,101
197,By Month,2020,10,10,Alaska,Total - All Places of Death,85 years and over,10,0,10,5.0,14,82
198,By Month,2020,11,10,Alaska,Total - All Places of Death,All Ages,69,0,60,44.0,85,499
199,By Month,2020,11,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,14
200,By Month,2020,11,10,Alaska,Total - All Places of Death,18-29 years,5,0,5,5.0,5,14
201,By Month,2020,11,10,Alaska,Total - All Places of Death,30-39 years,5,0,5,5.0,5,21
202,By Month,2020,11,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,30
203,By Month,2020,11,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5.0,12,100
204,By Month,2020,11,10,Alaska,Total - All Places of Death,65-74 years,14,0,14,5.0,19,99
205,By Month,2020,11,10,Alaska,Total - All Places of Death,75-84 years,16,0,14,12.0,18,120
206,By Month,2020,11,10,Alaska,Total - All Places of Death,85 years and over,21,0,17,12.0,26,101
207,By Month,2020,12,10,Alaska,Total - All Places of Death,All Ages,97,5,68,52.0,114,507
208,By Month,2020,12,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
209,By Month,2020,12,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0.0,0,11
210,By Month,2020,12,10,Alaska,Total - All Places of Death,30-39 years,5,0,0,0.0,5,30
211,By Month,2020,12,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5.0,5,33
212,By Month,2020,12,10,Alaska,Total - All Places of Death,50-64 years,12,5,5,5.0,15,98
213,By Month,2020,12,10,Alaska,Total - All Places of Death,65-74 years,31,0,18,15.0,34,114
214,By Month,2020,12,10,Alaska,Total - All Places of Death,75-84 years,32,0,23,21.0,34,117
215,By Month,2020,12,10,Alaska,Total - All Places of Death,85 years and over,20,0,14,10.0,24,96
216,By Month,2020,1,9,Arizona,Total - All Places of Death,All Ages,0,40,376,0.0,416,5843
217,By Month,2020,1,9,Arizona,Total - All Places of Death,0-17 years,0,5,5,0.0,5,69
218,By Month,2020,1,9,Arizona,Total - All Places of Death,18-29 years,0,5,5,0.0,5,132
219,By Month,2020,1,9,Arizona,Total - All Places of Death,30-39 years,0,5,5,0.0,5,167
220,By Month,2020,1,9,Arizona,Total - All Places of Death,40-49 years,0,5,5,0.0,5,196
221,By Month,2020,1,9,Arizona,Total - All Places of Death,50-64 years,0,5,68,0.0,76,909
222,By Month,2020,1,9,Arizona,Total - All Places of Death,65-74 years,0,10,74,0.0,84,1182
223,By Month,2020,1,9,Arizona,Total - All Places of Death,75-84 years,0,5,105,0.0,114,1501
224,By Month,2020,1,9,Arizona,Total - All Places of Death,85 years and over,0,5,116,0.0,120,1687
225,By Month,2020,2,9,Arizona,Total - All Places of Death,All Ages,0,54,340,0.0,394,5454
226,By Month,2020,2,9,Arizona,Total - All Places of Death,0-17 years,0,5,5,0.0,5,83
227,By Month,2020,2,9,Arizona,Total - All Places of Death,18-29 years,0,5,5,0.0,5,127
228,By Month,2020,2,9,Arizona,Total - All Places of Death,30-39 years,0,5,5,0.0,5,154
229,By Month,2020,2,9,Arizona,Total - All Places of Death,40-49 years,0,5,5,0.0,12,209
230,By Month,2020,2,9,Arizona,Total - All Places of Death,50-64 years,0,14,47,0.0,61,830
231,By Month,2020,2,9,Arizona,Total - All Places of Death,65-74 years,0,15,72,0.0,87,1062
232,By Month,2020,2,9,Arizona,Total - All Places of Death,75-84 years,0,5,105,0.0,114,1434
233,By Month,2020,2,9,Arizona,Total - All Places of Death,85 years and over,0,5,98,0.0,105,1555
234,By Month,2020,3,9,Arizona,Total - All Places of Death,All Ages,64,39,435,34.0,504,5932
235,By Month,2020,3,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,0.0,5,73
236,By Month,2020,3,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,5,134
237,By Month,2020,3,9,Arizona,Total - All Places of Death,30-39 years,0,0,5,0.0,5,161
238,By Month,2020,3,9,Arizona,Total - All Places of Death,40-49 years,5,5,16,5.0,21,219
239,By Month,2020,3,9,Arizona,Total - All Places of Death,50-64 years,18,5,85,12.0,99,928
240,By Month,2020,3,9,Arizona,Total - All Places of Death,65-74 years,14,10,91,5.0,111,1205
241,By Month,2020,3,9,Arizona,Total - All Places of Death,75-84 years,17,10,112,10.0,129,1589
242,By Month,2020,3,9,Arizona,Total - All Places of Death,85 years and over,5,5,119,5.0,131,1623
243,By Month,2020,4,9,Arizona,Total - All Places of Death,All Ages,405,5,540,191.0,762,5879
244,By Month,2020,4,9,Arizona,Total - All Places of Death,0-17 years,0,0,0,0.0,0,54
245,By Month,2020,4,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,5,131
246,By Month,2020,4,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,5.0,12,140
247,By Month,2020,4,9,Arizona,Total - All Places of Death,40-49 years,13,0,17,5.0,21,217
248,By Month,2020,4,9,Arizona,Total - All Places of Death,50-64 years,54,5,75,26.0,106,916
249,By Month,2020,4,9,Arizona,Total - All Places of Death,65-74 years,76,5,125,41.0,162,1217
250,By Month,2020,4,9,Arizona,Total - All Places of Death,75-84 years,114,5,167,52.0,230,1517
251,By Month,2020,4,9,Arizona,Total - All Places of Death,85 years and over,139,5,144,59.0,226,1687
252,By Month,2020,5,9,Arizona,Total - All Places of Death,All Ages,507,5,564,268.0,804,5929
253,By Month,2020,5,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,5.0,5,77
254,By Month,2020,5,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,12,167
255,By Month,2020,5,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,5.0,12,211
256,By Month,2020,5,9,Arizona,Total - All Places of Death,40-49 years,22,0,19,13.0,28,245
257,By Month,2020,5,9,Arizona,Total - All Places of Death,50-64 years,88,0,95,44.0,139,920
258,By Month,2020,5,9,Arizona,Total - All Places of Death,65-74 years,90,5,116,49.0,158,1164
259,By Month,2020,5,9,Arizona,Total - All Places of Death,75-84 years,131,0,163,72.0,222,1498
260,By Month,2020,5,9,Arizona,Total - All Places of Death,85 years and over,157,0,155,83.0,229,1647
261,By Month,2020,6,9,Arizona,Total - All Places of Death,All Ages,899,5,739,488.0,1152,6546
262,By Month,2020,6,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,5.0,5,71
263,By Month,2020,6,9,Arizona,Total - All Places of Death,18-29 years,11,0,5,5.0,14,199
264,By Month,2020,6,9,Arizona,Total - All Places of Death,30-39 years,24,0,11,5.0,26,235
265,By Month,2020,6,9,Arizona,Total - All Places of Death,40-49 years,54,0,31,27.0,58,298
266,By Month,2020,6,9,Arizona,Total - All Places of Death,50-64 years,187,5,136,101.0,223,1075
267,By Month,2020,6,9,Arizona,Total - All Places of Death,65-74 years,183,0,172,109.0,246,1292
268,By Month,2020,6,9,Arizona,Total - All Places of Death,75-84 years,237,0,221,140.0,318,1655
269,By Month,2020,6,9,Arizona,Total - All Places of Death,85 years and over,202,5,158,96.0,265,1721
270,By Month,2020,7,9,Arizona,Total - All Places of Death,All Ages,2102,5,1589,1251.0,2441,8386
271,By Month,2020,7,9,Arizona,Total - All Places of Death,0-17 years,0,0,5,0.0,5,74
272,By Month,2020,7,9,Arizona,Total - All Places of Death,18-29 years,22,0,12,12.0,22,207
273,By Month,2020,7,9,Arizona,Total - All Places of Death,30-39 years,60,0,34,31.0,63,331
274,By Month,2020,7,9,Arizona,Total - All Places of Death,40-49 years,102,0,67,56.0,113,392
275,By Month,2020,7,9,Arizona,Total - All Places of Death,50-64 years,430,5,319,261.0,489,1504
276,By Month,2020,7,9,Arizona,Total - All Places of Death,65-74 years,505,0,412,326.0,591,1760
277,By Month,2020,7,9,Arizona,Total - All Places of Death,75-84 years,545,0,439,339.0,645,1997
278,By Month,2020,7,9,Arizona,Total - All Places of Death,85 years and over,438,0,305,226.0,517,2121
279,By Month,2020,8,9,Arizona,Total - All Places of Death,All Ages,942,5,780,538.0,1185,6712
280,By Month,2020,8,9,Arizona,Total - All Places of Death,0-17 years,0,0,0,0.0,0,51
281,By Month,2020,8,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,11,189
282,By Month,2020,8,9,Arizona,Total - All Places of Death,30-39 years,28,0,17,15.0,30,247
283,By Month,2020,8,9,Arizona,Total - All Places of Death,40-49 years,51,0,40,27.0,64,339
284,By Month,2020,8,9,Arizona,Total - All Places of Death,50-64 years,203,5,169,121.0,252,1153
285,By Month,2020,8,9,Arizona,Total - All Places of Death,65-74 years,244,0,223,155.0,312,1444
286,By Month,2020,8,9,Arizona,Total - All Places of Death,75-84 years,235,0,197,143.0,289,1642
