group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2023,1,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0,0,20
By Month,2023,1,10,Alaska,Total - All Places of Death,30-39 years,0,0,5,0,5,23
By Month,2023,1,10,Alaska,Total - All Places of Death,40-49 years,0,0,5,0,5,35
By Month,2023,1,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,5,5,97
By Month,2023,1,10,Alaska,Total - All Places of Death,65-74 years,5,5,10,5,13,114
By Month,2023,1,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,5,5,107
By Month,2023,1,10,Alaska,Total - All Places of Death,85 years and over,5,5,5,5,10,87
By Month,2023,2,10,Alaska,Total - All Places of Death,All Ages,13,5,22,5,33,402
By Month,2023,2,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,2,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0,0,5
By Month,2023,2,10,Alaska,Total - All Places of Death,30-39 years,0,0,0,0,0,28
By Month,2023,2,10,Alaska,Total - All Places of Death,40-49 years,5,0,5,5,5,22
By Month,2023,2,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,0,5,83
By Month,2023,2,10,Alaska,Total - All Places of Death,65-74 years,5,5,5,0,5,76
By Month,2023,2,10,Alaska,Total - All Places of Death,75-84 years,5,0,10,5,14,97
By Month,2023,2,10,Alaska,Total - All Places of Death,85 years and over,5,5,5,5,5,84
By Month,2023,3,10,Alaska,Total - All Places of Death,All Ages,5,5,24,5,31,363
By Month,2023,3,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,3,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0,0,5
By Month,2023,3,10,Alaska,Total - All Places of Death,30-39 years,0,5,0,0,5,15
By Month,2023,3,10,Alaska,Total - All Places of Death,40-49 years,0,0,5,0,5,26
By Month,2023,3,10,Alaska,Total - All Places of Death,50-64 years,5,0,5,0,5,76
By Month,2023,3,10,Alaska,Total - All Places of Death,65-74 years,5,0,5,5,5,85
By Month,2023,3,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,0,5,79
By Month,2023,3,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,5,5,69
By Month,2023,4,10,Alaska,Total - All Places of Death,All Ages,5,0,5,0,5,140
By Month,2023,4,10,Alaska,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,4,10,Alaska,Total - All Places of Death,18-29 years,0,0,0,0,0,5
By Month,2023,4,10,Alaska,Total - All Places of Death,30-39 years,0,0,0,0,0,5
By Month,2023,4,10,Alaska,Total - All Places of Death,40-49 years,0,0,0,0,0,5
By Month,2023,4,10,Alaska,Total - All Places of Death,50-64 years,0,0,5,0,5,31
By Month,2023,4,10,Alaska,Total - All Places of Death,65-74 years,0,0,5,0,5,35
By Month,2023,4,10,Alaska,Total - All Places of Death,75-84 years,5,0,5,0,5,35
By Month,2023,4,10,Alaska,Total - All Places of Death,85 years and over,5,0,5,0,5,27
By Month,2023,1,9,Arizona,Total - All Places of Death,All Ages,246,26,471,115,627,6499
By Month,2023,1,9,Arizona,Total - All Places of Death,0-17 years,5,5,5,5,5,66
By Month,2023,1,9,Arizona,Total - All Places of Death,18-29 years,0,0,5,0,5,118
By Month,2023,1,9,Arizona,Total - All Places of Death,30-39 years,5,5,12,0,14,203
By Month,2023,1,9,Arizona,Total - All Places of Death,40-49 years,5,5,13,5,17,246
By Month,2023,1,9,Arizona,Total - All Places of Death,50-64 years,22,5,73,5,92,976
By Month,2023,1,9,Arizona,Total - All Places of Death,65-74 years,60,5,119,32,149,1282
By Month,2023,1,9,Arizona,Total - All Places of Death,75-84 years,69,5,133,35,172,1783
By Month,2023,1,9,Arizona,Total - All Places of Death,85 years and over,89,5,115,37,173,1825
By Month,2023,2,9,Arizona,Total - All Places of Death,All Ages,127,5,314,56,392,5727
By Month,2023,2,9,Arizona,Total - All Places of Death,0-17 years,0,0,5,0,5,59
By Month,2023,2,9,Arizona,Total - All Places of Death,18-29 years,0,0,5,0,5,121
By Month,2023,2,9,Arizona,Total - All Places of Death,30-39 years,5,5,5,5,5,189
By Month,2023,2,9,Arizona,Total - All Places of Death,40-49 years,5,5,5,5,11,227
By Month,2023,2,9,Arizona,Total - All Places of Death,50-64 years,5,0,58,5,62,793
By Month,2023,2,9,Arizona,Total - All Places of Death,65-74 years,22,5,63,5,80,1131
By Month,2023,2,9,Arizona,Total - All Places of Death,75-84 years,46,0,94,20,120,1628
By Month,2023,2,9,Arizona,Total - All Places of Death,85 years and over,45,5,77,20,104,1579
By Month,2023,3,9,Arizona,Total - All Places of Death,All Ages,153,5,381,70,468,6149
By Month,2023,3,9,Arizona,Total - All Places of Death,0-17 years,0,0,5,0,5,81
By Month,2023,3,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5,5,150
By Month,2023,3,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,0,10,202
By Month,2023,3,9,Arizona,Total - All Places of Death,40-49 years,5,0,15,5,16,260
By Month,2023,3,9,Arizona,Total - All Places of Death,50-64 years,12,5,48,5,56,852
By Month,2023,3,9,Arizona,Total - All Places of Death,65-74 years,35,0,88,15,108,1267
By Month,2023,3,9,Arizona,Total - All Places of Death,75-84 years,45,5,118,24,140,1628
By Month,2023,3,9,Arizona,Total - All Places of Death,85 years and over,56,5,96,23,131,1709
By Month,2023,4,9,Arizona,Total - All Places of Death,All Ages,94,5,272,45,322,4383
By Month,2023,4,9,Arizona,Total - All Places of Death,0-17 years,0,0,0,0,0,35
By Month,2023,4,9,Arizona,Total - All Places of Death,18-29 years,0,0,5,0,5,74
By Month,2023,4,9,Arizona,Total - All Places of Death,30-39 years,0,0,5,0,5,131
By Month,2023,4,9,Arizona,Total - All Places of Death,40-49 years,0,5,5,0,5,155
By Month,2023,4,9,Arizona,Total - All Places of Death,50-64 years,5,0,38,5,42,561
By Month,2023,4,9,Arizona,Total - All Places of Death,65-74 years,18,0,66,5,77,858
By Month,2023,4,9,Arizona,Total - All Places of Death,75-84 years,31,0,92,18,105,1307
By Month,2023,4,9,Arizona,Total - All Places of Death,85 years and over,36,0,65,15,86,1262
By Month,2023,1,6,Arkansas,Total - All Places of Death,All Ages,169,18,272,58,400,3317
By Month,2023,1,6,Arkansas,Total - All Places of Death,0-17 years,5,0,0,0,5,37
By Month,2023,1,6,Arkansas,Total - All Places of Death,18-29 years,0,0,0,0,0,50
By Month,2023,1,6,Arkansas,Total - All Places of Death,30-39 years,5,0,5,5,5,70
By Month,2023,1,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,0,5,130
By Month,2023,1,6,Arkansas,Total - All Places of Death,50-64 years,21,5,47,5,66,577
By Month,2023,1,6,Arkansas,Total - All Places of Death,65-74 years,37,5,66,12,97,732
By Month,2023,1,6,Arkansas,Total - All Places of Death,75-84 years,54,5,79,15,121,916
By Month,2023,1,6,Arkansas,Total - All Places of Death,85 years and over,53,5,71,21,104,805
By Month,2023,2,6,Arkansas,Total - All Places of Death,All Ages,88,5,188,30,249,2815
By Month,2023,2,6,Arkansas,Total - All Places of Death,0-17 years,0,0,0,0,0,32
By Month,2023,2,6,Arkansas,Total - All Places of Death,18-29 years,0,0,5,0,5,44
By Month,2023,2,6,Arkansas,Total - All Places of Death,30-39 years,5,0,5,5,5,77
By Month,2023,2,6,Arkansas,Total - All Places of Death,40-49 years,5,5,5,0,5,113
By Month,2023,2,6,Arkansas,Total - All Places of Death,50-64 years,10,5,24,5,33,454
By Month,2023,2,6,Arkansas,Total - All Places of Death,65-74 years,16,5,42,5,51,636
By Month,2023,2,6,Arkansas,Total - All Places of Death,75-84 years,34,0,64,5,91,773
By Month,2023,2,6,Arkansas,Total - All Places of Death,85 years and over,26,5,51,13,65,686
By Month,2023,3,6,Arkansas,Total - All Places of Death,All Ages,47,5,189,16,222,3007
By Month,2023,3,6,Arkansas,Total - All Places of Death,0-17 years,0,0,5,0,5,41
By Month,2023,3,6,Arkansas,Total - All Places of Death,18-29 years,0,0,5,0,5,38
By Month,2023,3,6,Arkansas,Total - All Places of Death,30-39 years,0,0,5,0,5,64
By Month,2023,3,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,5,5,128
By Month,2023,3,6,Arkansas,Total - All Places of Death,50-64 years,10,0,27,5,34,508
By Month,2023,3,6,Arkansas,Total - All Places of Death,65-74 years,5,0,45,5,48,643
By Month,2023,3,6,Arkansas,Total - All Places of Death,75-84 years,12,5,52,5,62,831
By Month,2023,3,6,Arkansas,Total - All Places of Death,85 years and over,19,0,52,5,65,754
By Month,2023,4,6,Arkansas,Total - All Places of Death,All Ages,30,5,132,5,156,2006
By Month,2023,4,6,Arkansas,Total - All Places of Death,0-17 years,0,0,0,0,0,13
By Month,2023,4,6,Arkansas,Total - All Places of Death,18-29 years,0,0,5,0,5,27
By Month,2023,4,6,Arkansas,Total - All Places of Death,30-39 years,0,0,0,0,0,31
By Month,2023,4,6,Arkansas,Total - All Places of Death,40-49 years,0,0,5,0,5,64
By Month,2023,4,6,Arkansas,Total - All Places of Death,50-64 years,5,0,25,0,29,343
By Month,2023,4,6,Arkansas,Total - All Places of Death,65-74 years,5,0,21,5,26,457
By Month,2023,4,6,Arkansas,Total - All Places of Death,75-84 years,5,0,42,5,49,550
By Month,2023,4,6,Arkansas,Total - All Places of Death,85 years and over,10,5,40,5,48,521
By Month,2023,1,9,California,Total - All Places of Death,All Ages,1302,130,2377,542,3251,28074
By Month,2023,1,9,California,Total - All Places of Death,0-17 years,5,5,5,5,11,277
By Month,2023,1,9,California,Total - All Places of Death,18-29 years,5,5,5,5,15,549
By Month,2023,1,9,California,Total - All Places of Death,30-39 years,15,5,37,5,50,792
By Month,2023,1,9,California,Total - All Places of Death,40-49 years,23,5,61,5,82,1154
By Month,2023,1,9,California,Total - All Places of Death,50-64 years,118,24,301,43,399,4127
By Month,2023,1,9,California,Total - All Places of Death,65-74 years,250,23,484,110,642,5218
By Month,2023,1,9,California,Total - All Places of Death,75-84 years,347,26,641,154,858,6765
By Month,2023,1,9,California,Total - All Places of Death,85 years and over,540,47,836,223,1194,9192
By Month,2023,2,9,California,Total - All Places of Death,All Ages,727,15,1900,313,2329,24510
By Month,2023,2,9,California,Total - All Places of Death,0-17 years,5,0,5,5,5,227
By Month,2023,2,9,California,Total - All Places of Death,18-29 years,5,0,13,5,15,449
By Month,2023,2,9,California,Total - All Places of Death,30-39 years,5,5,17,5,22,652
By Month,2023,2,9,California,Total - All Places of Death,40-49 years,15,0,36,5,47,1021
By Month,2023,2,9,California,Total - All Places of Death,50-64 years,80,5,235,33,284,3579
By Month,2023,2,9,California,Total - All Places of Death,65-74 years,130,5,393,58,468,4512
By Month,2023,2,9,California,Total - All Places of Death,75-84 years,198,5,535,96,642,6059
By Month,2023,2,9,California,Total - All Places of Death,85 years and over,295,5,668,119,847,8011
By Month,2023,3,9,California,Total - All Places of Death,All Ages,678,15,1851,290,2252,25911
By Month,2023,3,9,California,Total - All Places of Death,0-17 years,5,0,5,5,5,258
By Month,2023,3,9,California,Total - All Places of Death,18-29 years,5,0,11,0,12,455
By Month,2023,3,9,California,Total - All Places of Death,30-39 years,5,0,25,5,27,766
By Month,2023,3,9,California,Total - All Places of Death,40-49 years,10,0,47,5,52,1016
By Month,2023,3,9,California,Total - All Places of Death,50-64 years,63,5,184,22,226,3656
By Month,2023,3,9,California,Total - All Places of Death,65-74 years,118,5,357,45,432,4853
By Month,2023,3,9,California,Total - All Places of Death,75-84 years,195,5,525,90,636,6264
By Month,2023,3,9,California,Total - All Places of Death,85 years and over,283,5,695,123,859,8643
By Month,2023,4,9,California,Total - All Places of Death,All Ages,305,5,993,123,1181,13925
By Month,2023,4,9,California,Total - All Places of Death,0-17 years,0,0,5,0,5,76
By Month,2023,4,9,California,Total - All Places of Death,18-29 years,0,0,5,0,5,186
By Month,2023,4,9,California,Total - All Places of Death,30-39 years,5,0,12,5,12,329
By Month,2023,4,9,California,Total - All Places of Death,40-49 years,5,0,21,5,26,447
By Month,2023,4,9,California,Total - All Places of Death,50-64 years,19,5,115,5,127,1812
By Month,2023,4,9,California,Total - All Places of Death,65-74 years,47,5,209,18,239,2536
By Month,2023,4,9,California,Total - All Places of Death,75-84 years,92,5,283,34,342,3621
By Month,2023,4,9,California,Total - All Places of Death,85 years and over,138,5,344,59,426,4918
By Month,2023,1,8,Colorado,Total - All Places of Death,All Ages,179,44,292,65,450,4098
By Month,2023,1,8,Colorado,Total - All Places of Death,0-17 years,0,0,5,0,5,34
By Month,2023,1,8,Colorado,Total - All Places of Death,18-29 years,5,5,5,5,5,99
By Month,2023,1,8,Colorado,Total - All Places of Death,30-39 years,5,5,5,5,5,129
By Month,2023,1,8,Colorado,Total - All Places of Death,40-49 years,5,5,5,0,12,159
By Month,2023,1,8,Colorado,Total - All Places of Death,50-64 years,5,5,31,5,46,579
By Month,2023,1,8,Colorado,Total - All Places of Death,65-74 years,38,12,65,18,97,804
By Month,2023,1,8,Colorado,Total - All Places of Death,75-84 years,57,10,86,18,135,1042
By Month,2023,1,8,Colorado,Total - All Places of Death,85 years and over,70,5,92,24,147,1252
By Month,2023,2,8,Colorado,Total - All Places of Death,All Ages,91,5,203,40,258,3578
By Month,2023,2,8,Colorado,Total - All Places of Death,0-17 years,0,0,5,0,5,35
By Month,2023,2,8,Colorado,Total - All Places of Death,18-29 years,0,0,5,0,5,72
By Month,2023,2,8,Colorado,Total - All Places of Death,30-39 years,5,0,5,0,5,116
By Month,2023,2,8,Colorado,Total - All Places of Death,40-49 years,5,0,5,5,10,160
By Month,2023,2,8,Colorado,Total - All Places of Death,50-64 years,10,0,32,5,38,510
By Month,2023,2,8,Colorado,Total - All Places of Death,65-74 years,13,5,48,5,57,724
By Month,2023,2,8,Colorado,Total - All Places of Death,75-84 years,37,5,60,17,81,887
By Month,2023,2,8,Colorado,Total - All Places of Death,85 years and over,27,5,47,12,63,1074
By Month,2023,3,8,Colorado,Total - All Places of Death,All Ages,105,5,196,48,257,3836
By Month,2023,3,8,Colorado,Total - All Places of Death,0-17 years,0,0,5,0,5,57
By Month,2023,3,8,Colorado,Total - All Places of Death,18-29 years,0,0,0,0,0,85
By Month,2023,3,8,Colorado,Total - All Places of Death,30-39 years,5,5,5,0,5,114
By Month,2023,3,8,Colorado,Total - All Places of Death,40-49 years,5,0,5,0,5,158
By Month,2023,3,8,Colorado,Total - All Places of Death,50-64 years,10,5,27,5,34,587
By Month,2023,3,8,Colorado,Total - All Places of Death,65-74 years,17,0,37,5,48,756
By Month,2023,3,8,Colorado,Total - All Places of Death,75-84 years,30,5,63,13,81,952
By Month,2023,3,8,Colorado,Total - All Places of Death,85 years and over,45,5,66,25,87,1127
By Month,2023,4,8,Colorado,Total - All Places of Death,All Ages,68,5,134,21,183,2665
By Month,2023,4,8,Colorado,Total - All Places of Death,0-17 years,0,0,5,0,5,23
By Month,2023,4,8,Colorado,Total - All Places of Death,18-29 years,0,0,0,0,0,58
By Month,2023,4,8,Colorado,Total - All Places of Death,30-39 years,0,0,5,0,5,95
By Month,2023,4,8,Colorado,Total - All Places of Death,40-49 years,0,0,5,0,5,99
By Month,2023,4,8,Colorado,Total - All Places of Death,50-64 years,5,0,14,0,17,380
By Month,2023,4,8,Colorado,Total - All Places of Death,65-74 years,13,5,34,5,42,520
By Month,2023,4,8,Colorado,Total - All Places of Death,75-84 years,25,5,43,11,58,669
By Month,2023,4,8,Colorado,Total - All Places of Death,85 years and over,27,0,38,5,61,821
By Month,2023,1,1,Connecticut,Total - All Places of Death,All Ages,199,26,253,55,421,3136
By Month,2023,1,1,Connecticut,Total - All Places of Death,0-17 years,0,0,0,0,0,18
By Month,2023,1,1,Connecticut,Total - All Places of Death,18-29 years,5,0,0,0,5,35
By Month,2023,1,1,Connecticut,Total - All Places of Death,30-39 years,5,0,5,0,5,71
By Month,2023,1,1,Connecticut,Total - All Places of Death,40-49 years,5,0,5,0,5,85
By Month,2023,1,1,Connecticut,Total - All Places of Death,50-64 years,18,5,24,5,45,407
By Month,2023,1,1,Connecticut,Total - All Places of Death,65-74 years,32,5,56,11,80,515
By Month,2023,1,1,Connecticut,Total - All Places of Death,75-84 years,50,5,70,12,113,800
By Month,2023,1,1,Connecticut,Total - All Places of Death,85 years and over,96,12,101,31,178,1205
By Month,2023,2,1,Connecticut,Total - All Places of Death,All Ages,110,5,226,42,296,2696
By Month,2023,2,1,Connecticut,Total - All Places of Death,0-17 years,0,0,0,0,0,14
By Month,2023,2,1,Connecticut,Total - All Places of Death,18-29 years,5,0,5,5,5,25
By Month,2023,2,1,Connecticut,Total - All Places of Death,30-39 years,0,0,5,0,5,65
By Month,2023,2,1,Connecticut,Total - All Places of Death,40-49 years,5,0,5,0,5,82
By Month,2023,2,1,Connecticut,Total - All Places of Death,50-64 years,5,0,18,5,24,390
By Month,2023,2,1,Connecticut,Total - All Places of Death,65-74 years,14,5,43,5,52,475
By Month,2023,2,1,Connecticut,Total - All Places of Death,75-84 years,38,5,68,16,91,665
By Month,2023,2,1,Connecticut,Total - All Places of Death,85 years and over,48,0,91,17,122,980
By Month,2023,3,1,Connecticut,Total - All Places of Death,All Ages,66,5,216,22,261,2729
By Month,2023,3,1,Connecticut,Total - All Places of Death,0-17 years,0,5,0,0,5,17
By Month,2023,3,1,Connecticut,Total - All Places of Death,18-29 years,0,0,5,0,5,23
By Month,2023,3,1,Connecticut,Total - All Places of Death,30-39 years,0,0,5,0,5,62
By Month,2023,3,1,Connecticut,Total - All Places of Death,40-49 years,0,0,5,0,5,89
By Month,2023,3,1,Connecticut,Total - All Places of Death,50-64 years,5,0,22,0,26,369
By Month,2023,3,1,Connecticut,Total - All Places of Death,65-74 years,5,0,40,5,46,451
By Month,2023,3,1,Connecticut,Total - All Places of Death,75-84 years,18,0,66,5,76,664
By Month,2023,3,1,Connecticut,Total - All Places of Death,85 years and over,36,0,82,12,106,1054
By Month,2023,4,1,Connecticut,Total - All Places of Death,All Ages,25,5,147,12,163,1853
By Month,2023,4,1,Connecticut,Total - All Places of Death,0-17 years,0,0,0,0,0,11
By Month,2023,4,1,Connecticut,Total - All Places of Death,18-29 years,0,0,0,0,0,19
By Month,2023,4,1,Connecticut,Total - All Places of Death,30-39 years,0,0,0,0,0,43
By Month,2023,4,1,Connecticut,Total - All Places of Death,40-49 years,0,5,5,0,5,56
By Month,2023,4,1,Connecticut,Total - All Places of Death,50-64 years,5,0,10,0,12,226
By Month,2023,4,1,Connecticut,Total - All Places of Death,65-74 years,5,0,24,5,25,321
By Month,2023,4,1,Connecticut,Total - All Places of Death,75-84 years,5,0,48,5,49,484
By Month,2023,4,1,Connecticut,Total - All Places of Death,85 years and over,14,5,64,5,75,693
By Month,2023,1,3,Delaware,Total - All Places of Death,All Ages,60,5,69,24,109,990
By Month,2023,1,3,Delaware,Total - All Places of Death,0-17 years,5,5,0,0,5,12
By Month,2023,1,3,Delaware,Total - All Places of Death,18-29 years,5,0,5,5,5,15
By Month,2023,1,3,Delaware,Total - All Places of Death,30-39 years,0,0,0,0,0,30
By Month,2023,1,3,Delaware,Total - All Places of Death,40-49 years,0,0,0,0,0,38
By Month,2023,1,3,Delaware,Total - All Places of Death,50-64 years,5,5,5,5,10,144
By Month,2023,1,3,Delaware,Total - All Places of Death,65-74 years,5,0,12,0,18,208
By Month,2023,1,3,Delaware,Total - All Places of Death,75-84 years,25,5,34,13,47,278
By Month,2023,1,3,Delaware,Total - All Places of Death,85 years and over,25,5,13,5,31,265
By Month,2023,2,3,Delaware,Total - All Places of Death,All Ages,45,5,60,19,88,873
By Month,2023,2,3,Delaware,Total - All Places of Death,0-17 years,0,5,5,0,5,14
By Month,2023,2,3,Delaware,Total - All Places of Death,18-29 years,0,0,0,0,0,10
By Month,2023,2,3,Delaware,Total - All Places of Death,30-39 years,5,0,0,0,5,18
By Month,2023,2,3,Delaware,Total - All Places of Death,40-49 years,5,0,5,5,5,31
By Month,2023,2,3,Delaware,Total - All Places of Death,50-64 years,5,0,10,5,12,143
By Month,2023,2,3,Delaware,Total - All Places of Death,65-74 years,5,0,5,5,10,165
By Month,2023,2,3,Delaware,Total - All Places of Death,75-84 years,20,5,21,10,32,243
By Month,2023,2,3,Delaware,Total - All Places of Death,85 years and over,15,0,17,5,28,249
By Month,2023,3,3,Delaware,Total - All Places of Death,All Ages,30,5,53,5,76,939
By Month,2023,3,3,Delaware,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,3,3,Delaware,Total - All Places of Death,18-29 years,0,0,0,0,0,18
By Month,2023,3,3,Delaware,Total - All Places of Death,30-39 years,0,0,5,0,5,20
By Month,2023,3,3,Delaware,Total - All Places of Death,40-49 years,0,0,5,0,5,26
By Month,2023,3,3,Delaware,Total - All Places of Death,50-64 years,5,5,5,5,5,129
By Month,2023,3,3,Delaware,Total - All Places of Death,65-74 years,5,0,14,5,15,193
By Month,2023,3,3,Delaware,Total - All Places of Death,75-84 years,10,0,15,5,23,259
By Month,2023,3,3,Delaware,Total - All Places of Death,85 years and over,15,0,16,5,27,287
By Month,2023,4,3,Delaware,Total - All Places of Death,All Ages,13,0,23,5,35,516
By Month,2023,4,3,Delaware,Total - All Places of Death,0-17 years,0,0,0,0,0,5
By Month,2023,4,3,Delaware,Total - All Places of Death,18-29 years,0,0,5,0,5,5
By Month,2023,4,3,Delaware,Total - All Places of Death,30-39 years,0,0,5,0,5,5
By Month,2023,4,3,Delaware,Total - All Places of Death,40-49 years,0,0,0,0,0,12
By Month,2023,4,3,Delaware,Total - All Places of Death,50-64 years,0,0,5,0,5,70
By Month,2023,4,3,Delaware,Total - All Places of Death,65-74 years,5,0,5,0,5,94
By Month,2023,4,3,Delaware,Total - All Places of Death,75-84 years,5,0,5,0,13,183
By Month,2023,4,3,Delaware,Total - All Places of Death,85 years and over,5,0,5,5,11,142
By Month,2023,1,3,District of Columbia,Total - All Places of Death,All Ages,20,5,44,5,57,584
By Month,2023,1,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0,0,21
By Month,2023,1,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0,0,16
By Month,2023,1,3,District of Columbia,Total - All Places of Death,30-39 years,5,0,5,0,5,24
By Month,2023,1,3,District of Columbia,Total - All Places of Death,40-49 years,0,0,5,0,5,35
By Month,2023,1,3,District of Columbia,Total - All Places of Death,50-64 years,5,5,5,5,5,115
By Month,2023,1,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,14,5,14,135
By Month,2023,1,3,District of Columbia,Total - All Places of Death,75-84 years,5,0,5,0,10,116
By Month,2023,1,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,13,5,19,122
By Month,2023,2,3,District of Columbia,Total - All Places of Death,All Ages,17,5,20,5,30,498
By Month,2023,2,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0,0,12
By Month,2023,2,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0,0,16
By Month,2023,2,3,District of Columbia,Total - All Places of Death,30-39 years,5,0,5,5,5,33
By Month,2023,2,3,District of Columbia,Total - All Places of Death,40-49 years,0,0,0,0,0,28
By Month,2023,2,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,0,5,114
By Month,2023,2,3,District of Columbia,Total - All Places of Death,65-74 years,5,0,5,5,5,102
By Month,2023,2,3,District of Columbia,Total - All Places of Death,75-84 years,5,5,5,5,5,100
By Month,2023,2,3,District of Columbia,Total - All Places of Death,85 years and over,5,0,5,5,5,93
By Month,2023,3,3,District of Columbia,Total - All Places of Death,All Ages,12,0,30,5,37,501
By Month,2023,3,3,District of Columbia,Total - All Places of Death,0-17 years,0,0,0,0,0,17
By Month,2023,3,3,District of Columbia,Total - All Places of Death,18-29 years,0,0,0,0,0,16
By Month,2023,3,3,District of Columbia,Total - All Places of Death,30-39 years,5,0,5,0,5,31
By Month,2023,3,3,District of Columbia,Total - All Places of Death,40-49 years,0,0,5,0,5,34
By Month,2023,3,3,District of Columbia,Total - All Places of Death,50-64 years,5,0,5,5,5,94
By Month,2023,3,3,District of Columbia,Total - All Places of Death,65-74 years,0,0,5,0,5,110
